person_code,person_name,jugador,person_alias,person_aliasRaw,person_passportName,person_passportSurname,person_jerseyName,person_abbreviatedName,person_country_code,person_country_name,person_height,person_weight,person_birthDate,code,name,person_twitterAccount,person_instagramAccount,person_facebookAccount,person_isReferee,person_images_1,type,typeName,active,startDate,endDate,order,dorsal,dorsalRaw,position,positionName,lastTeam,externalId,headshot,action,club_code,club_name,club_abbreviatedName,club_editorialName,club_tvCode,club_isVirtual,crest,season_name,season_code,season_alias,season_competitionCode,season_year,season_startDate
014878,"DUFEAL, LUCAS",Lucas Dufeal,"DUFEAL, LUCAS","DUFEAL, LUCAS","LUCAS, WESLEY",DUFEAL,DUFEAL,NA,FRA,France,204,86,2003-04-18T00:00:00,FRA,France,,,,FALSE,NA,J,Player,TRUE,2026-09-08T12:17:36.049,2027-06-30T00:00:00,0,32,32,2,Forward,LE MANS SARTHE BASKET,56054,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS3/ab27101e-2392-4155-b04e-308706bf4bd7.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS3/ab27101e-2392-4155-b04e-308706bf4bd7.png,LEM,Le Mans Sarthe Basket,Le Mans Sarthe,Le Mans Sarthe,MSB,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/b8ec3298-5030-4865-8469-722a21b471c3.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015044,"DUNIN-WASOWICZ, LEON",Leon Dunin-Wasowicz,"DUNIN-WASOWICZ, LEON","DUNIN-WASOWICZ, LEON",LEON KASIM,DUNIN-WASOWICZ,DUNIN,NA,POL,Poland,210,103,2007-04-13T00:00:00,ENG,England,,,,FALSE,NA,J,Player,TRUE,2026-09-09T17:32:47.171,2027-06-30T00:00:00,0,17,17,3,Center,BC IGOKEA  ALEKSANDROVAC,56397,NA,NA,WRO,Slask Wroclaw,Slask,Slask,WKS,FALSE,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
012582,"DURHAM, ALJAMI",Aljami Durham,"DURHAM, ALJAMI","DURHAM, ALJAMI",ALJAMI KIAN,DURHAM,Durham,,USA,United States of America,193,82,1998-09-30T00:00:00,USA,United States of America,,,,FALSE,NA,J,Player,TRUE,2026-09-08T13:13:11.96,2027-06-30T00:00:00,0,42,42,1,Guard,VANOLI CREMONA,56117,NA,NA,TRT,Baglietto Derthona Tortona,Derthona,Derthona,DER,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnONv/4976fa46-8eb4-471c-b6dd-4704866c5769.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
006725,"EBOUA, PAUL",Paul Eboua,"EBOUA, PAUL","EBOUA, PAUL",PAUL HERMAN,EBOUA,EBOUA,"Eboua, P.",CMR,Cameroon,203,97,2000-02-15T00:00:00,CMR,Cameroon,,,,FALSE,NA,J,Player,TRUE,2026-09-08T13:13:09.126,2027-06-30T00:00:00,0,00,00,3,Center,LDLC ASVEL VILLURBANNE,56106,NA,NA,TRT,Baglietto Derthona Tortona,Derthona,Derthona,DER,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnONv/4976fa46-8eb4-471c-b6dd-4704866c5769.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
005522,"ECHODAS, MARTYNAS",Martynas Echodas,"ECHODAS, MARTYNAS","ECHODAS, MARTYNAS",MARTYNAS,ECHODAS,ECHODAS,"Echodas, M.",LTU,Lithuania,204,102,1997-07-07T00:00:00,LTU,Lithuania,,echodas14,,FALSE,NA,J,Player,TRUE,2026-09-08T13:54:47.305,2027-06-30T00:00:00,0,14,14,3,Center,RYTAS,56136,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/75579214-7891-4b5b-a1c0-9e3e8c728973.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/75579214-7891-4b5b-a1c0-9e3e8c728973.png,KLA,Neptunas Klaipeda,Neptunas,Neptunas,NEP,FALSE,https://media-cdn.cortextech.io/ed0df5cd-c9e4-4387-bcd4-3606270cd255.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015032,"EDGE, DARNELL",Darnell Edge,"EDGE, DARNELL","EDGE, DARNELL",DARNELL ANTONIO,EDGE,EDGE,NA,USA,United States of America,185,0,1997-08-12T00:00:00,USA,United States of America,,,,FALSE,NA,J,Player,TRUE,2026-09-09T16:42:18.502,2027-06-30T00:00:00,0,1,1,1,Guard,DZIKI WARSZAWA,56381,NA,NA,BLK,Balkan Botevgrad,Balkan,Balkan,BLK,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/ba6e2d99-3ea9-4730-a0ce-830cccca4657.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
012916,"EDOKA, JAMIE",Jamie Edoka,"EDOKA, JAMIE CAMRON","EDOKA, JAMIE CAMRON",JAMIE CAMRON,EDOKA,EDOKA,NA,GER,Germany,193,88,2008-01-17T00:00:00,GER,Germany,,,,FALSE,NA,J,Player,TRUE,2026-09-10T15:14:49.402,2027-06-30T00:00:00,0,0,0,1,Guard,SKYLINERS FRANKFURT,56503,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/f1c01050-7a05-48de-9efa-8ab136e8a50b.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/f1c01050-7a05-48de-9efa-8ab136e8a50b.png,FRA,Skyliners Frankfurt,Skyliners,Skyliners,SKY,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/6afb32b8-e6dc-4f79-b14a-2d99fdb34cde.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
012730,"EGBUNU, JOHN",John Egbunu,"EGBUNU, JOHN","EGBUNU, JOHN",JOHN ONUCHE,EGBUNU,EGBUNU,,NGR,Nigeria,208,114,1994-10-31T00:00:00,NGR,Nigeria,,,,FALSE,NA,J,Player,TRUE,2026-09-23T13:55:14.886,2027-06-30T00:00:00,0,15,15,3,Center,HUNDAY MOBIS PHOEBUS,56986,NA,NA,WRO,Slask Wroclaw,Slask,Slask,WKS,FALSE,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
010224,"EMEJURU, GIOVANNI",Giovanni Emejuru,"EMEJURU, GIOVANNI","EMEJURU, GIOVANNI",CHINONSO GIOVANNI,EMEJURU,Emejuru,"Emejuru, G.",ITA,Italy,210,100,2002-12-21T00:00:00,ITA,Italy,,,,FALSE,NA,J,Player,TRUE,2026-09-08T12:47:53.982,2027-06-30T00:00:00,0,7,7,3,Center,EAST CAROLINA UNIVERSITY,56085,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/b397a00b-caa1-4422-805d-0256618d330f.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/b397a00b-caa1-4422-805d-0256618d330f.png,BCR,Roma Basketball,Roma,Roma,ROM,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS1/1e9e0379-db30-4234-89b0-19576709c285.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
012501,"ENABULELE , MICHAEL",Michael Enabulele,"ENABULELE , MICHAEL","ENABULELE , MICHAEL",MICHAEL,ENABULELE OGONSUYI,ENABULELE,NA,ESP,Spain,203,105,2006-03-09T00:00:00,ESP,Spain,,,,FALSE,NA,J,Player,TRUE,2026-09-14T07:51:10.778,2027-06-30T00:00:00,0,20,20,3,Center,PALMER BASKET MALLORCA,56536,NA,NA,MAN,Kids&Us Manresa,K&U Manresa,Manresa,MAN,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/06792bed-0383-4de2-80b9-95ecca3fd973.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015108,"ERICHSEN, GUSTAV DREJER",Gustav Drejer Erichsen,"ERICHSEN, GUSTAV DREJER","ERICHSEN, GUSTAV DREJER",GUSTAV DREJER,ERICHSEN,DREJER,NA,DEN,Denmark,205,90,2009-02-21T00:00:00,DEN,Denmark,NA,NA,NA,FALSE,NA,J,Player,TRUE,2026-09-14T07:51:11.148,2027-06-30T00:00:00,0,21,21,2,Forward,VAERLOSE BLUE HAWKS,56537,NA,NA,MAN,Kids&Us Manresa,K&U Manresa,Manresa,MAN,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/06792bed-0383-4de2-80b9-95ecca3fd973.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
011218,"EVANS, KEENAN",Keenan Evans,"EVANS, KEENAN","EVANS, KEENAN",KEENAN CORTEZ,EVANS,EVANS,"Evans, K.",USA,United States of America,191,86,1996-08-23T00:00:00,USA,United States of America,K3vans12,k3vans12/,,FALSE,NA,J,Player,TRUE,2026-09-14T15:15:10.61,2027-06-30T00:00:00,0,12,12,2,Forward,OLYMPIACOS,56664,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnONv/e7711d6f-02b1-4ff1-b74a-38cfbe5f6f0b.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnONv/e7711d6f-02b1-4ff1-b74a-38cfbe5f6f0b.png,LLI,London Lions,London,London,LDN,FALSE,https://media-cdn.cortextech.io/102de468-9e41-4b8e-b44d-23bebb9e916f.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015056,"FAGGIAN, LEONARDO",Leonardo Faggian,"FAGGIAN, LEONARDO","FAGGIAN, LEONARDO",LEONARDO CATRIEL,FAGGIAN,FAGGIAN,NA,ITA,Italy,195,92,2004-02-06T00:00:00,ITA,Italy,,,,FALSE,NA,J,Player,TRUE,2026-09-10T09:32:49.492,2027-06-30T00:00:00,0,10,10,2,Forward,SS NAPOLIBASKET SRL,56416,NA,NA,NAP,Napoli Basketball,Napoli,Napoli,NAP,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/c2de1d20-72f4-4453-95de-b4534db6d57f.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015234,"FAILENSCHMID, NIL",Nil Failenschmid,"FAILENSCHMID, NIL","FAILENSCHMID, NIL",NIL,FAILENSCHMID CLAVERA,Failenschmid,NA,GER,Germany,204,95,2005-10-25T00:00:00,ESP,Spain,NA,NA,NA,FALSE,NA,J,Player,TRUE,2026-09-25T11:03:23.192,2027-06-30T00:00:00,0,15,15,2,Forward,KIRCHHEIM KNIGHTS,57016,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/61e85a8a-a35c-4b99-94b2-817c7639aee5.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/61e85a8a-a35c-4b99-94b2-817c7639aee5.png,ULM,ratiopharm ulm,Ulm,Ulm,ULM,FALSE,https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
013760,"FALL, OUMAR",Oumar Fall,"FALL, OUMAR","FALL, OUMAR",OUMAR,FALL,FALL,NA,SEN,Senegal,219,100,2007-12-24T00:00:00,SEN,Senegal,,,,FALSE,NA,J,Player,TRUE,2026-09-08T11:33:03.837,2027-06-30T00:00:00,0,29,29,3,Center,DOLOMITI ENERGIA TRENTO,55992,NA,NA,TRN,Dolomiti Energia Trento,Trento,Trento,TRE,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCcz1CG/e4ce6137-6d3f-4072-9480-c0b9a9cd617d.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014515,"FASOLO, FEDERICO",Federico Fasolo,"FASOLO, FEDERICO","FASOLO, FEDERICO",FEDERICO,FASOLO,Fasolo,NA,ITA,Italy,185,75,2008-07-22T00:00:00,ITA,Italy,NA,NA,NA,FALSE,NA,J,Player,TRUE,2026-09-23T11:13:30.98,2027-06-30T00:00:00,0,45,45,1,Guard,VIRTUS PADOVA,56973,NA,NA,VNC,Umana Reyer Venice,Reyer Venice,Reyer Venice,URV,FALSE,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
013064,"FAYE, MEISSA",Meissa Faye,"FAYE, MEISSA","FAYE, MEISSA",MEISSA BIRIMA,FAYE,Faye,,FRA,France,200,91,2007-12-29T00:00:00,FRA,France,,,,FALSE,NA,J,Player,TRUE,2026-09-08T15:51:56.453,2027-06-30T00:00:00,0,11,11,2,Forward,RATIOPHARM ULM,56162,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/ef2fd6d1-39c1-4bd5-9e19-282912378928.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/ef2fd6d1-39c1-4bd5-9e19-282912378928.png,ULM,ratiopharm ulm,Ulm,Ulm,ULM,FALSE,https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014666,"FEIERBERGS, KRISTIANS",Kristians Feierbergs,"FEIERBERGS, KRISTIANS","FEIERBERGS, KRISTIANS",KRISTIANS,FEIERBERGS,FEIERBERGS,NA,LAT,Latvia,202,100,2002-08-26T00:00:00,LAT,Latvia,,,,FALSE,NA,J,Player,TRUE,2026-09-10T12:36:41.228,2027-06-30T00:00:00,0,11,11,2,Forward,BK LIEPAJA,56468,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS3/30a508b2-6313-4e56-9355-8c1b8b21140b.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS3/30a508b2-6313-4e56-9355-8c1b8b21140b.png,RIG,Riga Zelli,Riga Zelli,Riga Zelli,RIG,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/0ab8fe2a-5972-48c5-bdff-f5159ca0abe7.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
013498,"FERNANDEZ, GERARD",Gerard Fernandez,"FERNANDEZ, G.","FERNANDEZ, G.",GERARD,FERNANDEZ GIMENEZ,FERNANDEZ,,ESP,Spain,185,82,2008-08-23T00:00:00,ESP,Spain,,,,FALSE,NA,J,Player,TRUE,2026-09-21T08:50:23.52,2027-06-30T00:00:00,0,17,17,1,Guard,BAXI MANRESA,56913,NA,NA,MAN,Kids&Us Manresa,K&U Manresa,Manresa,MAN,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/06792bed-0383-4de2-80b9-95ecca3fd973.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
002364,"FERNANDEZ, JAIME",Jaime Fernandez,"FERNANDEZ, JAIME","FERNANDEZ, JAIME",JAIME,FERNANDEZ BERNABE,FERNANDEZ,"Fernandez, J.",ESP,Spain,186,79,1993-06-04T00:00:00,ESP,Spain,,,,FALSE,NA,J,Player,TRUE,2026-09-08T11:57:39.881,2027-06-30T00:00:00,0,3,3,1,Guard,LA LAGUNA TENERIFE,56019,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS4/79b7636a-fa28-4e26-8b32-41a43ae6fa8e.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS4/79b7636a-fa28-4e26-8b32-41a43ae6fa8e.png,TNF,La Laguna Tenerife,LL Tenerife,La Laguna Tenerife,LLT,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/59bf7582-6c0b-4e14-bce6-1380aad90f34.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
011281,"FERRELL, YOGI",Yogi Ferrell,"FERRELL, KEVIN","FERRELL, KEVIN",KEVIN DUANE,FERRELL JR,FERRELL,"Ferrell, Y.",USA,United States of America,182,80,1993-05-09T00:00:00,USA,United States of America,YogiFerrell11,yogiferre11,,FALSE,NA,J,Player,TRUE,2026-09-09T18:22:09.849,2027-06-30T00:00:00,0,11,11,1,Guard,BUDUCNOST VOLI,56401,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/4b274ff3-a150-411a-ace8-727d6bc6eda7.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/4b274ff3-a150-411a-ace8-727d6bc6eda7.png,BUD,Buducnost VOLI Podgorica,Buducnost VOLI,Buducnost,BUD,FALSE,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
006831,"FEVRIER, IVAN",Ivan Fevrier,Fevrier,Fevrier,"IVAN,PHILIPPE,CHARLES",FEVRIER,FEVRIER,"Fevrier, I.",FRA,France,205,100,1999-02-08T00:00:00,FRA,France,,,NA,FALSE,NA,J,Player,TRUE,2026-09-08T12:28:09.194,2027-06-30T00:00:00,0,23,23,2,Forward,PALLACANESTRO CANTU,56065,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/8da64f54-102a-4281-83d1-e69b01729b07.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO1/8da64f54-102a-4281-83d1-e69b01729b07.png,LKB,Lietkabelis Panevezys,Lietkabelis,Lietkabelis,LIE,FALSE,https://media-cdn.cortextech.io/ffcb6e37-31f4-48f6-91c2-a8c9a6f791a9.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
012616,"FILLIOS, GEORGIOS",Georgios Fillios,"FILLIOS, GEORGIOS","FILLIOS, GEORGIOS",GEORGIOS,FILLIOS,FILLIOS,,GRE,Greece,195,91,2002-02-10T00:00:00,GRE,Greece,,,,FALSE,NA,J,Player,TRUE,2026-09-21T08:58:28.412,2027-06-30T00:00:00,0,25,25,1,Guard,PAOK BC,56914,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/6b517b85-1752-4e7a-8df5-475585f5d364.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/6b517b85-1752-4e7a-8df5-475585f5d364.png,PAO,PAOK Thessaloniki,PAOK,PAOK,PBC,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjChWbHH/0506e7c4-ec4b-460a-bc59-b033ad9e336c.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014918,"FISCHER, LUCAS",Lucas Fischer,"FISCHER, LUCAS","FISCHER, LUCAS","FISCHER, LUCAS CHARLES VICTOR",FISCHER,Fischer,NA,FRA,France,191,91,2004-08-01T00:00:00,FRA,France,,,,FALSE,NA,J,Player,TRUE,2026-09-08T15:51:57.612,2027-06-30T00:00:00,0,43,43,1,Guard,NANTERRE 92,56165,NA,NA,ULM,ratiopharm ulm,Ulm,Ulm,ULM,FALSE,https://media-cdn.cortextech.io/5750bc8b-dd63-48e4-8586-10d4e5e2b4e2.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
007595,"FITIPALDO , BRUNO",Bruno Fitipaldo,Fitipaldo,Fitipaldo,BRUNO,FITIPALDO RODRIGUEZ,FITIPALDO,"Fitipaldo, B.",ITA,Italy,184,86,1991-08-02T00:00:00,URU,Uruguay,,,,FALSE,NA,J,Player,TRUE,2026-09-08T11:57:40.384,2027-06-30T00:00:00,0,6,6,1,Guard,LA LAGUNA TENERIFE,56021,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS4/cbdaf389-dda1-429e-a534-c5c8460b8750.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS4/cbdaf389-dda1-429e-a534-c5c8460b8750.png,TNF,La Laguna Tenerife,LL Tenerife,La Laguna Tenerife,LLT,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/59bf7582-6c0b-4e14-bce6-1380aad90f34.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014856,"FLAUTO, COSIMO",Cosimo Flauto,"FLAUTO, COSIMO","FLAUTO, COSIMO",COSIMO,FLAUTO,FLAUTO,NA,ITA,Italy,194,83,2009-01-01T00:00:00,ITA,Italy,NA,NA,NA,FALSE,NA,J,Player,TRUE,2026-09-08T11:33:01.426,2027-06-30T00:00:00,0,9,9,1,Guard,PISTOIA BASKET 2000,55983,NA,NA,TRN,Dolomiti Energia Trento,Trento,Trento,TRE,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCcz1CG/e4ce6137-6d3f-4072-9480-c0b9a9cd617d.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014928,"FLEMING JR, PHLANDROUS",Phlandrous Fleming Jr,"FLEMING JR, PHLANDROUS","FLEMING JR, PHLANDROUS",PHLANDROUS LAMAR,FLEMING JR,FLEMING JR,NA,USA,United States of America,193,96,1998-12-05T00:00:00,USA,United States of America,,,,FALSE,NA,J,Player,TRUE,2026-09-08T16:08:08.944,2027-06-30T00:00:00,0,1,1,1,Guard,SLUC NANCY,56183,NA,NA,NIN,NINERS Chemnitz,Chemnitz,Chemnitz,CHE,FALSE,https://media-cdn.cortextech.io/75ae96be-69f9-4e48-b5bd-b1056842db57.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
014888,"FLOWERS, TRENTYN",Trentyn Flowers,"FLOWERS, TRENTYN","FLOWERS, TRENTYN",TRENTYN LEVI,FLOWERS,FLOWERS,NA,USA,United States of America,206,84,2005-03-08T00:00:00,USA,United States of America,,,,FALSE,NA,J,Player,TRUE,2026-09-08T12:47:54.232,2027-06-30T00:00:00,0,9,9,2,Forward,BRAMPTON HONEY BADGERS,56086,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/4a50562c-14d3-4357-98a3-6bbf1aae791d.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/4a50562c-14d3-4357-98a3-6bbf1aae791d.png,BCR,Roma Basketball,Roma,Roma,ROM,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS1/1e9e0379-db30-4234-89b0-19576709c285.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
013908,"FLYNN, MALACHI",Malachi Flynn,"FLYNN, MALACHI","FLYNN, MALACHI",MALACHI EMMANUEL,FLYNN,FLYNN,NA,TUR,Turkiye,85,188,1998-05-09T00:00:00,TUR,Turkiye,,,,FALSE,NA,J,Player,TRUE,2026-09-08T16:23:50.787,2027-06-30T00:00:00,0,22,22,1,Guard,BAHCESEHIR COLLEGE SPORTS CLUB,56220,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS1/7aa424a1-ebda-4011-a603-546727dd006a.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS1/7aa424a1-ebda-4011-a603-546727dd006a.png,BAH,Bahcesehir College Istanbul,Bahcesehir,Bahcesehir,BKS,FALSE,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
015059,"FOFANA, SELIM",Selim Fofana,"FOFANA, SELIM","FOFANA, SELIM",SELIM MOISE,FOFANA,FOFANA,NA,SUI,Switzerland,193,80,1999-07-08T00:00:00,SUI,Switzerland,,,,FALSE,NA,J,Player,TRUE,2026-09-10T10:12:11.825,2027-06-30T00:00:00,0,7,7,1,Guard,SIAULIAI,56425,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/5fbc9cdc-1781-4944-b7ce-456d852ad03d.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/5fbc9cdc-1781-4944-b7ce-456d852ad03d.png,SIA,Siauliai Basketball,Siauliai ,Siauliai ,SIA,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCgOCpC/55a49aa3-e91f-45cc-88d0-670896ce5825.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
006382,"FORRAY, TOTO",Toto Forray,Forray,Forray,ANDRES PABLO,FORRAY,FORRAY,"Forray, A.",ITA,Italy,187,83,1986-03-20T00:00:00,ARG,Argentina,,,,FALSE,NA,J,Player,TRUE,2026-09-08T11:33:01.675,2027-06-30T00:00:00,0,10,10,1,Guard,DOLOMITI ENERGIA TRENTO,55984,NA,NA,TRN,Dolomiti Energia Trento,Trento,Trento,TRE,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCcz1CG/e4ce6137-6d3f-4072-9480-c0b9a9cd617d.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
010386,"FOSTER, MARCUS",Marcus Foster,"FOSTER, MARCUS","FOSTER, MARCUS",MARCUS FRANKLEE,FOSTER,FOSTER,"Foster, M.",USA,United States of America,191,99,1995-06-03T00:00:00,USA,United States of America,,,,FALSE,NA,J,Player,TRUE,2026-09-08T12:42:09.497,2027-06-30T00:00:00,0,17,17,1,Guard,ALVARK TOKYO,56079,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/f90b8db3-7db9-4904-add0-17b927c51a01.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOO0/f90b8db3-7db9-4904-add0-17b927c51a01.png,PAO,PAOK Thessaloniki,PAOK,PAOK,PBC,FALSE,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjChWbHH/0506e7c4-ec4b-460a-bc59-b033ad9e336c.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
007830,"FRANKE, YANNICK",Yannick Franke,"FRANKE, YANNICK","FRANKE, YANNICK",YANNICK AYRTON,FRANKE,FRANKE,"Franke, Y.",NED,Netherlands,194,84,1996-05-21T00:00:00,NED,Netherlands,,NA,NA,FALSE,NA,J,Player,TRUE,2026-09-08T13:54:46.065,2027-06-30T00:00:00,0,5,5,1,Guard,PETKIM SPOR,56131,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/92b7266b-81e2-4039-be0c-082bfe25a7b4.png,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCjnOS5/92b7266b-81e2-4039-be0c-082bfe25a7b4.png,KLA,Neptunas Klaipeda,Neptunas,Neptunas,NEP,FALSE,https://media-cdn.cortextech.io/ed0df5cd-c9e4-4387-bcd4-3606270cd255.png,EuroCup 2026-27,U2026,2026-27,U,2026,2026-07-01T00:00:00
